route_id,origin_id,destination_id,distance,average_hours
R-7ea6f0fd,C-fc66f0ab,C-280b55fb,333.35,6.67
R-72e329b2,C-fc66f0ab,C-f5ed4c15,7023.49,140.47
R-173ee297,C-fc66f0ab,C-6df8beaf,107.5,2.15
R-b95fb5e1,C-fc66f0ab,C-2bd47dc5,802.98,16.06
R-127f7d6d,C-fc66f0ab,C-b25a09de,566.1,11.32
R-0e4cf867,C-fc66f0ab,C-419cd14c,893.86,17.88
R-f7354e9c,C-fc66f0ab,C-9bbf5d8a,659.26,13.19
R-314ccc79,C-fc66f0ab,C-40a81eb1,942.14,18.84
R-7075aabf,C-fc66f0ab,C-2c9e75ef,607.65,12.15
R-a4c11ba8,C-fc66f0ab,C-03bb3e48,449.14,8.98
R-a0780ecb,C-fc66f0ab,C-19236709,171.37,3.43
R-c856fa6a,C-fc66f0ab,C-b5ff31cd,909.1,18.18
R-d87e53cd,C-fc66f0ab,C-5d86b887,681.78,13.64
R-1dbdf62e,C-fc66f0ab,C-2aaf0e1a,602.67,12.05
R-01184e11,C-fc66f0ab,C-34ae77b0,9070.48,181.41
R-d9164eb4,C-fc66f0ab,C-d9e9d934,792.6,15.85
R-5eb1238b,C-fc66f0ab,C-b5282c3b,212.35,4.25
R-b710a9e1,C-fc66f0ab,C-d3bb431c,5244.4,104.89
R-0f1df569,C-fc66f0ab,C-825b2625,103.75,2.08
R-2c55aa05,C-fc66f0ab,C-90e30162,562.91,11.26
R-c4ad5162,C-fc66f0ab,C-2e349ccd,8412.11,168.24
R-d50d5abd,C-fc66f0ab,C-56b68559,186.34,3.73
R-04154a1b,C-fc66f0ab,C-328bd8d3,295.99,5.92
R-fab4444d,C-fc66f0ab,C-841ebdcb,896.17,17.92
R-79f556b4,C-fc66f0ab,C-e6dcda92,340.34,6.81
R-8f496026,C-fc66f0ab,C-594514f8,132.59,2.65
R-a08baf8e,C-b5ff31cd,C-927ceb5e,1014.75,20.3
R-0d713526,C-b5ff31cd,C-56e39a5e,2203.95,44.08
R-eb8b5f42,C-b5ff31cd,C-73ae5412,2512.99,50.26
R-68be2829,C-b5ff31cd,C-4fe0fa24,5433.74,108.67
R-2b301bdc,C-b5ff31cd,C-451776b7,2556.98,51.14
R-0ccbf205,C-b5ff31cd,C-d80a1e7d,768.78,15.38
R-8b556661,C-b5ff31cd,C-c92599e2,2053.11,41.06
R-ae4a90f6,C-b5ff31cd,C-731988ba,2424.38,48.49
R-3383f8d7,C-b5ff31cd,C-639c5e36,2024.48,40.49
R-42e2fe1b,C-b5ff31cd,C-a9f2c329,985.52,19.71
R-66b8d014,C-b5ff31cd,C-c7cacd1d,329.14,6.58
R-645f8347,C-b5ff31cd,C-ef47bdcd,1742.84,34.86
R-3ac20ed1,C-b5ff31cd,C-84f378bb,1386.89,27.74
R-8e2bfe7e,C-b5ff31cd,C-c4565ee8,601.38,12.03
R-3b962dee,C-b5ff31cd,C-6ea51d66,122.66,2.45
R-94d6c3c3,C-b5ff31cd,C-ff8c0c3c,1214.53,24.29
R-05f9858a,C-b5ff31cd,C-e5bfb4e5,917.71,18.35
R-1a963262,C-b5ff31cd,C-3dbd8b2e,2506.55,50.13
R-e94fe988,C-b5ff31cd,C-7212cebe,1012.79,20.26
R-1b7d4b68,C-b5ff31cd,C-b6e04c88,1009.15,20.18
R-863b499b,C-b5ff31cd,C-01660979,156.5,3.13
R-582a899f,C-b5ff31cd,C-f8f01604,5300.5,106.01
R-eaef7c11,C-b5ff31cd,C-280b55fb,595.88,11.92
R-bdf807b3,C-b5ff31cd,C-f5ed4c15,6584.85,131.7
R-1bdecb65,C-b5ff31cd,C-6df8beaf,993.91,19.88
R-ba512bcb,C-b5ff31cd,C-2bd47dc5,158.59,3.17
R-8adb758d,C-b5ff31cd,C-b25a09de,426.02,8.52
R-9724c2c2,C-b5ff31cd,C-419cd14c,1582.27,31.65
R-3d1310d5,C-b5ff31cd,C-9bbf5d8a,587.51,11.75
R-1d7b758f,C-b5ff31cd,C-40a81eb1,53.19,1.06
R-04c34f47,C-b5ff31cd,C-2c9e75ef,1457.08,29.14
R-a9ddb09f,C-b5ff31cd,C-03bb3e48,1257.85,25.16
R-187fd321,C-b5ff31cd,C-19236709,1025.02,20.5
R-644de1e7,C-b5ff31cd,C-fc66f0ab,909.1,18.18
R-2ef46b2a,C-b5ff31cd,C-5d86b887,360.19,7.2
R-e6e370fb,C-b5ff31cd,C-2aaf0e1a,335.83,6.72
R-bd5683cd,C-b5ff31cd,C-34ae77b0,9979.16,199.58
R-49efe65a,C-b5ff31cd,C-d9e9d934,434.61,8.69
R-061dfd21,C-b5ff31cd,C-b5282c3b,709.67,14.19
R-5e1c69fb,C-b5ff31cd,C-d3bb431c,4535.86,90.72
R-f363ad37,C-b5ff31cd,C-825b2625,977.19,19.54
R-b92323c1,C-b5ff31cd,C-90e30162,1106.32,22.13
R-ffda84fb,C-b5ff31cd,C-2e349ccd,7550.63,151.01
R-5015472f,C-b5ff31cd,C-56b68559,993.46,19.87
R-50bfc0ce,C-b5ff31cd,C-328bd8d3,641.57,12.83
R-86bcd481,C-b5ff31cd,C-841ebdcb,1563.55,31.27
R-05af11b6,C-b5ff31cd,C-e6dcda92,1249.45,24.99
R-5121d12e,C-b5ff31cd,C-594514f8,777.05,15.54
R-2872a40d,C-5d86b887,C-927ceb5e,788.25,15.76
R-07513758,C-5d86b887,C-56e39a5e,1848.18,36.96
R-8d7ae105,C-5d86b887,C-73ae5412,2260.36,45.21
R-236e62bd,C-5d86b887,C-4fe0fa24,5789.9,115.8
R-760f00ce,C-5d86b887,C-451776b7,2295.4,45.91
R-9cbea6f8,C-5d86b887,C-d80a1e7d,492.14,9.84
R-4fe39689,C-5d86b887,C-c92599e2,1719.19,34.38
R-d519fa0e,C-5d86b887,C-731988ba,2204.52,44.09
R-0d0ed492,C-5d86b887,C-639c5e36,1837.69,36.75
R-df21f3b0,C-5d86b887,C-a9f2c329,752.82,15.06
R-4f3348bf,C-5d86b887,C-c7cacd1d,289.42,5.79
R-3982cfd9,C-5d86b887,C-ef47bdcd,1492.53,29.85
R-49b1efdc,C-5d86b887,C-84f378bb,1096.97,21.94
R-8a54e705,C-5d86b887,C-c4565ee8,336.06,6.72
R-2c02b253,C-5d86b887,C-6ea51d66,237.96,4.76
R-9bd9f2c0,C-5d86b887,C-ff8c0c3c,945.4,18.91
R-ed1094fd,C-5d86b887,C-e5bfb4e5,761.13,15.22
R-57e1f7df,C-5d86b887,C-3dbd8b2e,2351.0,47.02
R-3f7d0338,C-5d86b887,C-7212cebe,841.46,16.83
R-6f75153b,C-5d86b887,C-b6e04c88,722.35,14.45
R-5eaf26f3,C-5d86b887,C-01660979,204.34,4.09
R-2108b623,C-5d86b887,C-f8f01604,5605.3,112.11
R-683d2131,C-5d86b887,C-280b55fb,350.41,7.01
R-0685acb5,C-5d86b887,C-f5ed4c15,6925.4,138.51
R-7be225da,C-5d86b887,C-6df8beaf,740.61,14.81
R-bf33b15f,C-5d86b887,C-2bd47dc5,201.92,4.04
R-efef4c8b,C-5d86b887,C-b25a09de,115.7,2.31
R-c306447f,C-5d86b887,C-419cd14c,1233.32,24.67
R-91e5f4ae,C-5d86b887,C-9bbf5d8a,230.95,4.62
R-a61d33ae,C-5d86b887,C-40a81eb1,360.04,7.2
R-65396d9f,C-5d86b887,C-2c9e75ef,1151.81,23.04
R-ece28f05,C-5d86b887,C-03bb3e48,1101.87,22.04
R-bcc0bd19,C-5d86b887,C-19236709,752.94,15.06
R-2d8055b0,C-5d86b887,C-fc66f0ab,681.78,13.64
R-75aaf5e7,C-5d86b887,C-b5ff31cd,360.19,7.2
R-bfb7594c,C-5d86b887,C-2aaf0e1a,135.26,2.71
R-f6f7a179,C-5d86b887,C-34ae77b0,9708.04,194.16
R-4f7d3ba1,C-5d86b887,C-d9e9d934,152.27,3.05
R-e45a1037,C-5d86b887,C-b5282c3b,531.39,10.63
R-85fe2376,C-5d86b887,C-d3bb431c,4895.99,97.92
R-e3eaf82c,C-5d86b887,C-825b2625,720.67,14.41
R-4d374853,C-5d86b887,C-90e30162,755.32,15.11
R-0420f35d,C-5d86b887,C-2e349ccd,7730.39,154.61
R-4c68d858,C-5d86b887,C-56b68559,819.08,16.38
R-94fccb4a,C-5d86b887,C-328bd8d3,385.81,7.72
R-529e0691,C-5d86b887,C-841ebdcb,1212.33,24.25
R-bfde2758,C-5d86b887,C-e6dcda92,1007.54,20.15
R-db46cb70,C-5d86b887,C-594514f8,555.36,11.11
R-7dfe2c77,C-2aaf0e1a,C-927ceb5e,710.27,14.21
R-b23fd7b3,C-2aaf0e1a,C-56e39a5e,1920.96,38.42
R-0cbb1381,C-2aaf0e1a,C-73ae5412,2201.74,44.03
R-9f9cb416,C-2aaf0e1a,C-4fe0fa24,5723.07,114.46
R-5161ef72,C-2aaf0e1a,C-451776b7,2241.46,44.83
R-6a15699a,C-2aaf0e1a,C-d80a1e7d,439.0,8.78
R-f1181842,C-2aaf0e1a,C-c92599e2,1817.5,36.35
R-695dcbf7,C-2aaf0e1a,C-731988ba,2336.38,46.73
R-24c136c1,C-2aaf0e1a,C-639c5e36,1750.04,35.0
R-d911ffd2,C-2aaf0e1a,C-a9f2c329,677.39,13.55
R-df82caa8,C-2aaf0e1a,C-c7cacd1d,157.29,3.15
R-0f5d7085,C-2aaf0e1a,C-ef47bdcd,1430.92,28.62
R-50323e08,C-2aaf0e1a,C-84f378bb,1057.44,21.15
R-1eb5f5f2,C-2aaf0e1a,C-c4565ee8,271.3,5.43
R-80b8819b,C-2aaf0e1a,C-6ea51d66,231.85,4.64
R-a49eac13,C-2aaf0e1a,C-ff8c0c3c,891.72,17.83
R-63cfd788,C-2aaf0e1a,C-e5bfb4e5,655.51,13.11
R-83a83222,C-2aaf0e1a,C-3dbd8b2e,2254.34,45.09
R-9439d314,C-2aaf0e1a,C-7212cebe,741.88,14.84
R-e2033d5f,C-2aaf0e1a,C-b6e04c88,678.83,13.58
R-4cfcd3c6,C-2aaf0e1a,C-01660979,206.83,4.14
R-e329cd74,C-2aaf0e1a,C-f8f01604,5630.9,112.62
R-13ae31fc,C-2aaf0e1a,C-280b55fb,272.56,5.45
R-8060c00e,C-2aaf0e1a,C-f5ed4c15,6837.65,136.75
R-23cad392,C-2aaf0e1a,C-6df8beaf,675.95,13.52
R-8951579d,C-2aaf0e1a,C-2bd47dc5,203.03,4.06
R-95f8d290,C-2aaf0e1a,C-b25a09de,104.82,2.1
R-54d3d4fe,C-2aaf0e1a,C-419cd14c,1252.05,25.04
R-cdde159d,C-2aaf0e1a,C-9bbf5d8a,326.7,6.53
R-c71e40ee,C-2aaf0e1a,C-40a81eb1,355.61,7.11
R-abc9e78b,C-2aaf0e1a,C-2c9e75ef,1123.72,22.47
R-9b9e505b,C-2aaf0e1a,C-03bb3e48,1000.1,20.0
R-dbf62bdb,C-2aaf0e1a,C-19236709,699.7,13.99
R-46993433,C-2aaf0e1a,C-fc66f0ab,602.67,12.05
R-a6faaa76,C-2aaf0e1a,C-b5ff31cd,335.83,6.72
R-bb7dd17d,C-2aaf0e1a,C-5d86b887,135.26,2.71
R-b80e93de,C-2aaf0e1a,C-34ae77b0,9664.16,193.28
R-4f2e8b29,C-2aaf0e1a,C-d9e9d934,287.49,5.75
R-c62a77a8,C-2aaf0e1a,C-b5282c3b,427.86,8.56
R-690ab426,C-2aaf0e1a,C-d3bb431c,4850.22,97.0
R-357c2068,C-2aaf0e1a,C-825b2625,657.63,13.15
R-ae942d3f,C-2aaf0e1a,C-90e30162,779.81,15.6
R-a93ade55,C-2aaf0e1a,C-2e349ccd,7816.32,156.33
R-8ba4242b,C-2aaf0e1a,C-56b68559,720.24,14.4
R-0f15ad6f,C-2aaf0e1a,C-328bd8d3,315.94,6.32
R-317b3ba8,C-2aaf0e1a,C-841ebdcb,1235.13,24.7
R-553cacdb,C-2aaf0e1a,C-e6dcda92,939.23,18.78
R-8ff40b97,C-2aaf0e1a,C-594514f8,470.98,9.42
R-34c26413,C-34ae77b0,C-927ceb5e,8964.48,179.29
R-9c36d5d8,C-34ae77b0,C-56e39a5e,8291.36,165.83
R-b498ad8b,C-34ae77b0,C-73ae5412,7466.27,149.33
R-054d95b3,C-34ae77b0,C-4fe0fa24,8354.9,167.1
R-3c2da22e,C-34ae77b0,C-451776b7,7423.61,148.47
R-0d635780,C-34ae77b0,C-d80a1e7d,9226.52,184.53
R-54dc7b4b,C-34ae77b0,C-c92599e2,8658.94,173.18
R-1484a7ea,C-34ae77b0,C-731988ba,9183.35,183.67
R-8056be1c,C-34ae77b0,C-639c5e36,7978.21,159.56
R-927cf900,C-34ae77b0,C-a9f2c329,8994.17,179.88
R-5a83ad98,C-34ae77b0,C-c7cacd1d,9651.62,193.03
R-f5d9a32d,C-34ae77b0,C-ef47bdcd,8236.81,164.74
R-991530bc,C-34ae77b0,C-84f378bb,8611.88,172.24
R-3f49bd43,C-34ae77b0,C-c4565ee8,9393.29,187.87
R-92919633,C-34ae77b0,C-6ea51d66,9894.72,197.89
R-fd85a55b,C-34ae77b0,C-ff8c0c3c,8772.46,175.45
R-51817297,C-34ae77b0,C-e5bfb4e5,9072.62,181.45
R-7d31f1b9,C-34ae77b0,C-3dbd8b2e,7540.02,150.8
R-2b76a70b,C-34ae77b0,C-7212cebe,8975.4,179.51
R-cb414c5d,C-34ae77b0,C-b6e04c88,8989.04,179.78
R-6595ac47,C-34ae77b0,C-01660979,9870.99,197.42
R-369b7561,C-34ae77b0,C-f8f01604,9547.24,190.94
R-1f6767e6,C-34ae77b0,C-280b55fb,9392.26,187.85
R-50d9f2e0,C-34ae77b0,C-f5ed4c15,7003.92,140.08
R-1d52e77e,C-34ae77b0,C-6df8beaf,8989.34,179.79
R-f817c12e,C-34ae77b0,C-2bd47dc5,9867.19,197.34
R-f5a72705,C-34ae77b0,C-b25a09de,9601.68,192.03
R-6013cfd6,C-34ae77b0,C-419cd14c,8546.44,170.93
R-c0e6ed21,C-34ae77b0,C-9bbf5d8a,9561.03,191.22
R-187496ee,C-34ae77b0,C-40a81eb1,10012.4,200.25
R-ebc78e57,C-34ae77b0,C-2c9e75ef,8557.13,171.14
R-d41a38f2,C-34ae77b0,C-03bb3e48,8745.64,174.91
R-af25bffd,C-34ae77b0,C-19236709,8964.75,179.3
R-831c8a17,C-34ae77b0,C-fc66f0ab,9070.48,181.41
R-7d98b982,C-34ae77b0,C-b5ff31cd,9979.16,199.58
R-6f250521,C-34ae77b0,C-5d86b887,9708.04,194.16
R-00778fdb,C-34ae77b0,C-2aaf0e1a,9664.16,193.28
R-92744e22,C-34ae77b0,C-d9e9d934,9756.45,195.13
R-706e3b6b,C-34ae77b0,C-b5282c3b,9270.42,185.41
R-aaf9f4c6,C-34ae77b0,C-d3bb431c,9457.6,189.15
R-13bee5ff,C-34ae77b0,C-825b2625,9007.13,180.14
R-e51ecfff,C-34ae77b0,C-90e30162,9003.4,180.07
R-1cff7c1f,C-34ae77b0,C-2e349ccd,7260.36,145.21
R-9b6c43c0,C-34ae77b0,C-56b68559,8993.23,179.86
R-271b1d6e,C-34ae77b0,C-328bd8d3,9348.27,186.97
R-ba672fd4,C-34ae77b0,C-841ebdcb,8577.39,171.55
R-ee16c391,C-34ae77b0,C-e6dcda92,8730.24,174.6
R-dd659801,C-34ae77b0,C-594514f8,9202.84,184.06
R-fd52f991,C-d9e9d934,C-927ceb5e,895.97,17.92
R-7e7d28ee,C-d9e9d934,C-56e39a5e,1779.18,35.58
R-8fb9c118,C-d9e9d934,C-73ae5412,2337.74,46.75
R-1ea6d9b6,C-d9e9d934,C-4fe0fa24,5860.91,117.22
R-deb6307f,C-d9e9d934,C-451776b7,2367.72,47.35
R-018eecd6,C-d9e9d934,C-d80a1e7d,588.22,11.76
R-3e378060,C-d9e9d934,C-c92599e2,1618.56,32.37
R-48906640,C-d9e9d934,C-731988ba,2057.95,41.16
R-dbe5a126,C-d9e9d934,C-639c5e36,1946.17,38.92
R-f03e5d6a,C-d9e9d934,C-a9f2c329,859.0,17.18
R-229b6498,C-d9e9d934,C-c7cacd1d,439.82,8.8
R-29229ca4,C-d9e9d934,C-ef47bdcd,1576.84,31.54
R-543a4869,C-d9e9d934,C-84f378bb,1163.16,23.26
R-9a508f91,C-d9e9d934,C-c4565ee8,451.31,9.03
R-73635a24,C-d9e9d934,C-6ea51d66,318.08,6.36
R-6e0546c8,C-d9e9d934,C-ff8c0c3c,1028.02,20.56
R-ad41fea2,C-d9e9d934,C-e5bfb4e5,892.17,17.84
R-54e1d204,C-d9e9d934,C-3dbd8b2e,2467.11,49.34
R-4abab40d,C-d9e9d934,C-7212cebe,966.78,19.34
R-24d648df,C-d9e9d934,C-b6e04c88,800.52,16.01
R-24b79af3,C-d9e9d934,C-01660979,286.8,5.74
R-425ca0fc,C-d9e9d934,C-f8f01604,5572.07,111.44
R-c3929608,C-d9e9d934,C-280b55fb,472.99,9.46
R-b58773de,C-d9e9d934,C-f5ed4c15,7019.45,140.39
R-9795c129,C-d9e9d934,C-6df8beaf,837.61,16.75
R-0547073c,C-d9e9d934,C-2bd47dc5,286.28,5.73
R-f782724c,C-d9e9d934,C-b25a09de,246.53,4.93
R-1565a0b4,C-d9e9d934,C-419cd14c,1234.57,24.69
R-92e4c6e3,C-d9e9d934,C-9bbf5d8a,197.59,3.95
R-1aaf035b,C-d9e9d934,C-40a81eb1,416.03,8.32
R-b2bc0137,C-d9e9d934,C-2c9e75ef,1205.44,24.11
R-569d46be,C-d9e9d934,C-03bb3e48,1227.0,24.54
R-f8b24663,C-d9e9d934,C-19236709,839.3,16.79
R-d053f5bc,C-d9e9d934,C-fc66f0ab,792.6,15.85
R-800e2702,C-d9e9d934,C-b5ff31cd,434.61,8.69
R-35ca9198,C-d9e9d934,C-5d86b887,152.27,3.05
R-de294790,C-d9e9d934,C-2aaf0e1a,287.49,5.75
R-e1b205c4,C-d9e9d934,C-34ae77b0,9756.45,195.13
R-37d04d1e,C-d9e9d934,C-b5282c3b,664.12,13.28
R-720717de,C-d9e9d934,C-d3bb431c,4944.18,98.88
R-e1268699,C-d9e9d934,C-825b2625,816.72,16.33
R-e96a1ff1,C-d9e9d934,C-90e30162,761.25,15.22
R-d28c95ec,C-d9e9d934,C-2e349ccd,7628.33,152.57
R-63bd6f39,C-d9e9d934,C-56b68559,944.02,18.88
R-5a3ccfe6,C-d9e9d934,C-328bd8d3,500.85,10.02
R-718bca32,C-d9e9d934,C-841ebdcb,1209.23,24.18
R-70268c8c,C-d9e9d934,C-e6dcda92,1103.1,22.06
R-6f04f0ff,C-d9e9d934,C-594514f8,673.59,13.47
R-ef0d3977,C-b5282c3b,C-927ceb5e,310.71,6.21
R-fc1a54c0,C-b5282c3b,C-56e39a5e,1879.83,37.6
R-54420e08,C-b5282c3b,C-73ae5412,1805.54,36.11
R-b1ce3bef,C-b5282c3b,C-4fe0fa24,5843.85,116.88
R-5f1797c8,C-b5282c3b,C-451776b7,1852.14,37.04
R-c970877c,C-b5282c3b,C-d80a1e7d,218.31,4.37
R-54de3e40,C-b5282c3b,C-c92599e2,1881.47,37.63
R-bda84caa,C-b5282c3b,C-731988ba,2585.03,51.7
R-e5f99722,C-b5282c3b,C-639c5e36,1324.85,26.5
R-36697959,C-b5282c3b,C-a9f2c329,286.81,5.74
R-d47cb217,C-b5282c3b,C-c7cacd1d,381.21,7.62
R-d94e91af,C-b5282c3b,C-ef47bdcd,1037.5,20.75
R-0e3ff935,C-b5282c3b,C-84f378bb,723.35,14.47
R-31f07845,C-b5282c3b,C-c4565ee8,226.25,4.53
R-f272a7a2,C-b5282c3b,C-6ea51d66,638.89,12.78
R-dff6ba9a,C-b5282c3b,C-ff8c0c3c,534.55,10.69
R-6717548a,C-b5282c3b,C-e5bfb4e5,229.76,4.6
R-927c10fd,C-b5282c3b,C-3dbd8b2e,1826.48,36.53
R-ebd8d425,C-b5282c3b,C-7212cebe,314.05,6.28
R-125ec326,C-b5282c3b,C-b6e04c88,381.12,7.62
R-a8bab748,C-b5282c3b,C-01660979,622.23,12.44
R-cc077ce1,C-b5282c3b,C-f8f01604,5988.96,119.78
R-8fd7444d,C-b5282c3b,C-280b55fb,196.2,3.92
R-23320a6c,C-b5282c3b,C-f5ed4c15,6871.28,137.43
R-254cd68e,C-b5282c3b,C-6df8beaf,314.5,6.29
R-bebd368c,C-b5282c3b,C-2bd47dc5,618.34,12.37
R-b827dbcd,C-b5282c3b,C-b25a09de,419.75,8.4
R-7e7803e7,C-b5282c3b,C-419cd14c,1066.76,21.34
R-a27dcdaa,C-b5282c3b,C-9bbf5d8a,575.68,11.51
R-193595bb,C-b5282c3b,C-40a81eb1,746.53,14.93
R-3a05b595,C-b5282c3b,C-2c9e75ef,814.57,16.29
R-c29b1cbb,C-b5282c3b,C-03bb3e48,572.66,11.45
R-562f1149,C-b5282c3b,C-19236709,367.58,7.35
R-324bffb1,C-b5282c3b,C-fc66f0ab,212.35,4.25
R-47aae3c4,C-b5282c3b,C-b5ff31cd,709.67,14.19
R-b717c20b,C-b5282c3b,C-5d86b887,531.39,10.63
R-d5cb9f82,C-b5282c3b,C-2aaf0e1a,427.86,8.56
R-c601edf7,C-b5282c3b,C-34ae77b0,9270.42,185.41
R-0bac03b2,C-b5282c3b,C-d9e9d934,664.12,13.28
R-85d55141,C-b5282c3b,C-d3bb431c,5044.79,100.9
R-6f2f34a8,C-b5282c3b,C-825b2625,304.17,6.08
R-0c4d6436,C-b5282c3b,C-90e30162,673.22,13.46
R-352dce74,C-b5282c3b,C-2e349ccd,8242.24,164.84
R-5f702eb3,C-b5282c3b,C-56b68559,292.55,5.85
R-229b9412,C-b5282c3b,C-328bd8d3,186.02,3.72
R-22b0aa6f,C-b5282c3b,C-841ebdcb,1063.62,21.27
R-198829ff,C-b5282c3b,C-e6dcda92,546.44,10.93
R-483bf9db,C-b5282c3b,C-594514f8,103.12,2.06
R-ff96cd83,C-d3bb431c,C-927ceb5e,5315.1,106.3
R-c1fa8488,C-d3bb431c,C-56e39a5e,6713.97,134.28
R-d6095727,C-d3bb431c,C-73ae5412,6501.25,130.02
R-ec3ad78d,C-d3bb431c,C-4fe0fa24,1103.33,22.07
R-2a796323,C-d3bb431c,C-451776b7,6582.97,131.66
R-398da79d,C-d3bb431c,C-d80a1e7d,5213.64,104.27
R-b53f7ff0,C-d3bb431c,C-c92599e2,6466.25,129.32
R-dd96d314,C-d3bb431c,C-731988ba,6202.89,124.06
R-6b2058ad,C-d3bb431c,C-639c5e36,5843.75,116.88
R-27120c5e,C-d3bb431c,C-a9f2c329,5306.97,106.14
R-af6f236a,C-d3bb431c,C-c7cacd1d,4757.91,95.16
R-c9fb1296,C-d3bb431c,C-ef47bdcd,5907.05,118.14
R-f3c82856,C-d3bb431c,C-84f378bb,5747.84,114.96
R-6dc504fb,C-d3bb431c,C-c4565ee8,5070.43,101.41
R-821819ef,C-d3bb431c,C-6ea51d66,4658.06,93.16
R-9632613f,C-d3bb431c,C-ff8c0c3c,5554.97,111.1
R-76841e0a,C-d3bb431c,C-e5bfb4e5,5118.87,102.38
R-550ed386,C-d3bb431c,C-3dbd8b2e,5970.05,119.4
R-f8364728,C-d3bb431c,C-7212cebe,5199.55,103.99
R-9a3b3388,C-d3bb431c,C-b6e04c88,5425.05,108.5
R-099812b9,C-d3bb431c,C-01660979,4691.77,93.84
R-6c2cc213,C-d3bb431c,C-f8f01604,2183.94,43.68
R-5fac8ed3,C-d3bb431c,C-280b55fb,5048.94,100.98
R-86dd80fc,C-d3bb431c,C-f5ed4c15,2453.91,49.08
R-25623093,C-d3bb431c,C-6df8beaf,5351.81,107.04
R-c40e40a1,C-d3bb431c,C-2bd47dc5,4694.11,93.88
R-75741317,C-d3bb431c,C-b25a09de,4951.66,99.03
R-b2f3a7c3,C-d3bb431c,C-419cd14c,6089.51,121.79
R-028d9240,C-d3bb431c,C-9bbf5d8a,5120.11,102.4
R-60754b2b,C-d3bb431c,C-40a81eb1,4539.06,90.78
R-d215f9e9,C-d3bb431c,C-2c9e75ef,5850.04,117.0
R-8a496290,C-d3bb431c,C-03bb3e48,5293.08,105.86
R-6e3bf1fc,C-d3bb431c,C-19236709,5410.92,108.22
R-fc3ed625,C-d3bb431c,C-fc66f0ab,5244.4,104.89
R-909cc10b,C-d3bb431c,C-b5ff31cd,4535.86,90.72
R-6bdbf708,C-d3bb431c,C-5d86b887,4895.99,97.92
R-9524b0cb,C-d3bb431c,C-2aaf0e1a,4850.22,97.0
R-8c025a46,C-d3bb431c,C-34ae77b0,9457.6,189.15
R-e7e155c6,C-d3bb431c,C-d9e9d934,4944.18,98.88
R-2594d1ce,C-d3bb431c,C-b5282c3b,5044.79,100.9
R-1b9ec3cf,C-d3bb431c,C-825b2625,5345.14,106.9
R-4d2aba15,C-d3bb431c,C-90e30162,5628.09,112.56
R-0a1b40ef,C-d3bb431c,C-2e349ccd,4935.24,98.7
R-047a1143,C-d3bb431c,C-56b68559,5195.34,103.91
R-8bbd3a2c,C-d3bb431c,C-328bd8d3,5092.06,101.84
R-427d68b1,C-d3bb431c,C-841ebdcb,6077.45,121.55
R-8b293d7e,C-d3bb431c,C-e6dcda92,5515.53,110.31
R-a3d9fb2f,C-d3bb431c,C-594514f8,5146.55,102.93
R-f48d48bf,C-825b2625,C-927ceb5e,110.4,2.21
R-8874a6c1,C-825b2625,C-56e39a5e,1648.47,32.97
R-33d6f547,C-825b2625,C-73ae5412,1544.44,30.89
R-7e86a482,C-825b2625,C-4fe0fa24,6129.03,122.58
R-ea713b5f,C-825b2625,C-451776b7,1583.89,31.68
R-abac2639,C-825b2625,C-d80a1e7d,229.5,4.59
R-392ead81,C-825b2625,C-c92599e2,1708.7,34.17
R-b6e4b100,C-825b2625,C-731988ba,2526.66,50.53
R-8859b2f1,C-825b2625,C-639c5e36,1132.08,22.64
R-8e44bfd3,C-825b2625,C-a9f2c329,78.82,1.58
R-af1d28da,C-825b2625,C-c7cacd1d,660.09,13.2
R-b3a6d415,C-825b2625,C-ef47bdcd,774.08,15.48
R-d3affc50,C-825b2625,C-84f378bb,420.95,8.42
R-4a6076e6,C-825b2625,C-c4565ee8,388.88,7.78
R-f2bb3ab3,C-825b2625,C-6ea51d66,887.59,17.75
R-9d23e1a0,C-825b2625,C-ff8c0c3c,237.95,4.76
R-d9eff913,C-825b2625,C-e5bfb4e5,283.97,5.68
R-8891048e,C-825b2625,C-3dbd8b2e,1660.01,33.2
R-f8aefe01,C-825b2625,C-7212cebe,270.32,5.41
R-2e1e7bd2,C-825b2625,C-b6e04c88,109.14,2.18
R-0d5b630e,C-825b2625,C-01660979,864.31,17.29
R-c3e2904a,C-825b2625,C-f8f01604,6275.14,125.5
R-ea0cd0ac,C-825b2625,C-280b55fb,385.22,7.7
R-5f1f770b,C-825b2625,C-f5ed4c15,7125.42,142.51
R-6678a9aa,C-825b2625,C-6df8beaf,21.39,0.43
R-7fec0c69,C-825b2625,C-2bd47dc5,860.48,17.21
R-689db453,C-825b2625,C-b25a09de,606.58,12.13
R-d2478f58,C-825b2625,C-419cd14c,790.65,15.81
R-219cc33b,C-825b2625,C-9bbf5d8a,664.12,13.28
R-a6a6aaf5,C-825b2625,C-40a81eb1,1006.61,20.13
R-c9f0bd06,C-825b2625,C-2c9e75ef,510.4,10.21
R-3311f0b9,C-825b2625,C-03bb3e48,475.56,9.51
R-bf8b06d2,C-825b2625,C-19236709,67.62,1.35
R-d60a0eef,C-825b2625,C-fc66f0ab,103.75,2.08
R-a2a2c16c,C-825b2625,C-b5ff31cd,977.19,19.54
R-0e449fea,C-825b2625,C-5d86b887,720.67,14.41
R-b6ffbc21,C-825b2625,C-2aaf0e1a,657.63,13.15
